country,year,mode,powertrain,ev_charging_points,ev_sales,ev_sales_share,ev_stock,ev_stock_share,electricity_demand_ev,iso_code,population,gdp,co2,co2_per_capita,co2_per_gdp,oil_co2,oil_co2_per_capita,coal_co2,coal_co2_per_capita,co2_per_unit_energy,primary_energy_consumption,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,electricity_generation,electricity_demand_tot,low_carbon_electricity,fossil_electricity,renewables_electricity,coal_electricity,gas_electricity,oil_electricity,nuclear_electricity,hydro_electricity,solar_electricity,wind_electricity,other_renewable_electricity,net_elec_imports
Germany,2010,Vans,BEV,0.0,170.0,0.0,220.0,0.0,0.0,DEU,80830916.0,3301123203586.0,826.705,10.228,0.25,277.154,3.429,341.311,4.223,214.887,3847.151,1027.082,12.707,0.311,624.21,609.26,245.97,378.24,105.41,262.89,88.76,26.59,140.56,20.95,11.96,38.55,33.95,-14.95
Germany,2010,Vans,EV,0.0,0.0,0.086999997496605,0.0,0.012000000104308,0.0,DEU,80830916.0,3301123203586.0,826.705,10.228,0.25,277.154,3.429,341.311,4.223,214.887,3847.151,1027.082,12.707,0.311,624.21,609.26,245.97,378.24,105.41,262.89,88.76,26.59,140.56,20.95,11.96,38.55,33.95,-14.95
Germany,2010,Vans,FCEV,0.0,2.0,0.0,2.0,0.0,0.0,DEU,80830916.0,3301123203586.0,826.705,10.228,0.25,277.154,3.429,341.311,4.223,214.887,3847.151,1027.082,12.707,0.311,624.21,609.26,245.97,378.24,105.41,262.89,88.76,26.59,140.56,20.95,11.96,38.55,33.95,-14.95
Germany,2011,Cars,BEV,0.0,1400.0,0.0,1600.0,0.0,0.0,DEU,80857877.0,3467712967640.0,804.542,9.95,0.232,270.809,3.349,339.624,4.2,216.823,3710.585,988.975,12.231,0.285,605.0,601.23,232.4,372.6,124.43,262.46,85.67,24.47,107.97,17.67,19.99,49.86,36.91,-3.77
Germany,2011,Cars,EV,0.0,0.0,0.052000001072884,0.0,0.004399999976158,0.0,DEU,80857877.0,3467712967640.0,804.542,9.95,0.232,270.809,3.349,339.624,4.2,216.823,3710.585,988.975,12.231,0.285,605.0,601.23,232.4,372.6,124.43,262.46,85.67,24.47,107.97,17.67,19.99,49.86,36.91,-3.77
Germany,2011,Cars,FCEV,0.0,38.0,0.0,57.0,0.0,0.0,DEU,80857877.0,3467712967640.0,804.542,9.95,0.232,270.809,3.349,339.624,4.2,216.823,3710.585,988.975,12.231,0.285,605.0,601.23,232.4,372.6,124.43,262.46,85.67,24.47,107.97,17.67,19.99,49.86,36.91,-3.77
Germany,2011,Cars,PHEV,0.0,240.0,0.0,240.0,0.0,0.0,DEU,80857877.0,3467712967640.0,804.542,9.95,0.232,270.809,3.349,339.624,4.2,216.823,3710.585,988.975,12.231,0.285,605.0,601.23,232.4,372.6,124.43,262.46,85.67,24.47,107.97,17.67,19.99,49.86,36.91,-3.77
Germany,2011,Vans,BEV,0.0,280.0,0.0,500.0,0.0,0.0,DEU,80857877.0,3467712967640.0,804.542,9.95,0.232,270.809,3.349,339.624,4.2,216.823,3710.585,988.975,12.231,0.285,605.0,601.23,232.4,372.6,124.43,262.46,85.67,24.47,107.97,17.67,19.99,49.86,36.91,-3.77
Germany,2011,Vans,EV,0.0,0.0,0.119999997317791,0.0,0.024000000208616,0.0,DEU,80857877.0,3467712967640.0,804.542,9.95,0.232,270.809,3.349,339.624,4.2,216.823,3710.585,988.975,12.231,0.285,605.0,601.23,232.4,372.6,124.43,262.46,85.67,24.47,107.97,17.67,19.99,49.86,36.91,-3.77
Germany,2011,Vans,FCEV,0.0,0.0,0.0,2.0,0.0,0.0,DEU,80857877.0,3467712967640.0,804.542,9.95,0.232,270.809,3.349,339.624,4.2,216.823,3710.585,988.975,12.231,0.285,605.0,601.23,232.4,372.6,124.43,262.46,85.67,24.47,107.97,17.67,19.99,49.86,36.91,-3.77
Germany,2012,Cars,BEV,0.0,2200.0,0.0,3900.0,0.0,0.0,DEU,80916391.0,3482225441398.0,814.093,10.061,0.234,271.945,3.361,350.039,4.326,216.404,3761.916,932.122,11.52,0.268,619.81,599.27,242.86,376.95,143.4,276.23,75.95,24.77,99.46,21.75,26.74,51.68,43.23,-20.54
Germany,2012,Cars,EV,0.0,0.0,0.109999999403954,0.0,0.012000000104308,0.0,DEU,80916391.0,3482225441398.0,814.093,10.061,0.234,271.945,3.361,350.039,4.326,216.404,3761.916,932.122,11.52,0.268,619.81,599.27,242.86,376.95,143.4,276.23,75.95,24.77,99.46,21.75,26.74,51.68,43.23,-20.54
Germany,2012,Cars,FCEV,0.0,29.0,0.0,86.0,0.0,0.0,DEU,80916391.0,3482225441398.0,814.093,10.061,0.234,271.945,3.361,350.039,4.326,216.404,3761.916,932.122,11.52,0.268,619.81,599.27,242.86,376.95,143.4,276.23,75.95,24.77,99.46,21.75,26.74,51.68,43.23,-20.54
Germany,2012,Cars,PHEV,0.0,1200.0,0.0,1400.0,0.0,0.0,DEU,80916391.0,3482225441398.0,814.093,10.061,0.234,271.945,3.361,350.039,4.326,216.404,3761.916,932.122,11.52,0.268,619.81,599.27,242.86,376.95,143.4,276.23,75.95,24.77,99.46,21.75,26.74,51.68,43.23,-20.54
Germany,2012,EV,Publicly available fast,18.0,0.0,0.0,0.0,0.0,0.0,DEU,80916391.0,3482225441398.0,814.093,10.061,0.234,271.945,3.361,350.039,4.326,216.404,3761.916,932.122,11.52,0.268,619.81,599.27,242.86,376.95,143.4,276.23,75.95,24.77,99.46,21.75,26.74,51.68,43.23,-20.54
Germany,2012,EV,Publicly available slow,1500.0,0.0,0.0,0.0,0.0,0.0,DEU,80916391.0,3482225441398.0,814.093,10.061,0.234,271.945,3.361,350.039,4.326,216.404,3761.916,932.122,11.52,0.268,619.81,599.27,242.86,376.95,143.4,276.23,75.95,24.77,99.46,21.75,26.74,51.68,43.23,-20.54
Germany,2012,Vans,BEV,0.0,950.0,0.0,1400.0,0.0,0.0,DEU,80916391.0,3482225441398.0,814.093,10.061,0.234,271.945,3.361,350.039,4.326,216.404,3761.916,932.122,11.52,0.268,619.81,599.27,242.86,376.95,143.4,276.23,75.95,24.77,99.46,21.75,26.74,51.68,43.23,-20.54
Germany,2012,Vans,EV,0.0,0.0,0.430000007152557,0.0,0.06700000166893,0.0,DEU,80916391.0,3482225441398.0,814.093,10.061,0.234,271.945,3.361,350.039,4.326,216.404,3761.916,932.122,11.52,0.268,619.81,599.27,242.86,376.95,143.4,276.23,75.95,24.77,99.46,21.75,26.74,51.68,43.23,-20.54
Germany,2012,Vans,FCEV,0.0,0.0,0.0,2.0,0.0,0.0,DEU,80916391.0,3482225441398.0,814.093,10.061,0.234,271.945,3.361,350.039,4.326,216.404,3761.916,932.122,11.52,0.268,619.81,599.27,242.86,376.95,143.4,276.23,75.95,24.77,99.46,21.75,26.74,51.68,43.23,-20.54
Germany,2013,Cars,BEV,0.0,5200.0,0.0,9200.0,0.0,0.0,DEU,81041581.0,3497463140441.0,831.746,10.263,0.238,280.396,3.46,357.254,4.408,215.004,3868.517,929.558,11.47,0.266,629.69,597.5,249.24,380.45,151.95,288.2,67.0,25.25,97.29,23.0,30.62,52.74,45.59,-32.19
Germany,2013,Cars,EV,0.0,0.0,0.230000004172325,0.0,0.028000000864267,0.0,DEU,81041581.0,3497463140441.0,831.746,10.263,0.238,280.396,3.46,357.254,4.408,215.004,3868.517,929.558,11.47,0.266,629.69,597.5,249.24,380.45,151.95,288.2,67.0,25.25,97.29,23.0,30.62,52.74,45.59,-32.19
Germany,2013,Cars,FCEV,0.0,23.0,0.0,110.0,0.0,0.0,DEU,81041581.0,3497463140441.0,831.746,10.263,0.238,280.396,3.46,357.254,4.408,215.004,3868.517,929.558,11.47,0.266,629.69,597.5,249.24,380.45,151.95,288.2,67.0,25.25,97.29,23.0,30.62,52.74,45.59,-32.19
Germany,2013,Cars,PHEV,0.0,1600.0,0.0,3000.0,0.0,0.0,DEU,81041581.0,3497463140441.0,831.746,10.263,0.238,280.396,3.46,357.254,4.408,215.004,3868.517,929.558,11.47,0.266,629.69,597.5,249.24,380.45,151.95,288.2,67.0,25.25,97.29,23.0,30.62,52.74,45.59,-32.19
Germany,2013,EV,Publicly available fast,47.0,0.0,0.0,0.0,0.0,0.0,DEU,81041581.0,3497463140441.0,831.746,10.263,0.238,280.396,3.46,357.254,4.408,215.004,3868.517,929.558,11.47,0.266,629.69,597.5,249.24,380.45,151.95,288.2,67.0,25.25,97.29,23.0,30.62,52.74,45.59,-32.19
Germany,2013,EV,Publicly available slow,2400.0,0.0,0.0,0.0,0.0,0.0,DEU,81041581.0,3497463140441.0,831.746,10.263,0.238,280.396,3.46,357.254,4.408,215.004,3868.517,929.558,11.47,0.266,629.69,597.5,249.24,380.45,151.95,288.2,67.0,25.25,97.29,23.0,30.62,52.74,45.59,-32.19
Germany,2013,Vans,BEV,0.0,600.0,0.0,2000.0,0.0,0.0,DEU,81041581.0,3497463140441.0,831.746,10.263,0.238,280.396,3.46,357.254,4.408,215.004,3868.517,929.558,11.47,0.266,629.69,597.5,249.24,380.45,151.95,288.2,67.0,25.25,97.29,23.0,30.62,52.74,45.59,-32.19
Germany,2013,Vans,EV,0.0,0.0,0.28999999165535,0.0,0.093000002205372,0.0,DEU,81041581.0,3497463140441.0,831.746,10.263,0.238,280.396,3.46,357.254,4.408,215.004,3868.517,929.558,11.47,0.266,629.69,597.5,249.24,380.45,151.95,288.2,67.0,25.25,97.29,23.0,30.62,52.74,45.59,-32.19
Germany,2013,Vans,FCEV,0.0,0.0,0.0,2.0,0.0,0.0,DEU,81041581.0,3497463140441.0,831.746,10.263,0.238,280.396,3.46,357.254,4.408,215.004,3868.517,929.558,11.47,0.266,629.69,597.5,249.24,380.45,151.95,288.2,67.0,25.25,97.29,23.0,30.62,52.74,45.59,-32.19
Germany,2013,Vans,PHEV,0.0,2.0,0.0,2.0,0.0,0.0,DEU,81041581.0,3497463140441.0,831.746,10.263,0.238,280.396,3.46,357.254,4.408,215.004,3868.517,929.558,11.47,0.266,629.69,597.5,249.24,380.45,151.95,288.2,67.0,25.25,97.29,23.0,30.62,52.74,45.59,-32.19
Germany,2014,Cars,BEV,0.0,9100.0,0.0,18000.0,0.0,0.0,DEU,81376078.0,3574741315261.0,792.584,9.74,0.222,271.603,3.338,344.722,4.236,213.608,3710.465,907.723,11.155,0.254,618.75,584.87,259.06,359.69,161.93,274.41,60.61,24.67,97.13,19.59,35.45,58.5,48.39,-33.88
Germany,2014,Cars,EV,0.0,0.0,0.449999988079071,0.0,0.056000001728535,0.0,DEU,81376078.0,3574741315261.0,792.584,9.74,0.222,271.603,3.338,344.722,4.236,213.608,3710.465,907.723,11.155,0.254,618.75,584.87,259.06,359.69,161.93,274.41,60.61,24.67,97.13,19.59,35.45,58.5,48.39,-33.88
Germany,2014,Cars,FCEV,0.0,8.0,0.0,120.0,0.0,0.0,DEU,81376078.0,3574741315261.0,792.584,9.74,0.222,271.603,3.338,344.722,4.236,213.608,3710.465,907.723,11.155,0.254,618.75,584.87,259.06,359.69,161.93,274.41,60.61,24.67,97.13,19.59,35.45,58.5,48.39,-33.88
Germany,2014,Cars,PHEV,0.0,4400.0,0.0,7400.0,0.0,0.0,DEU,81376078.0,3574741315261.0,792.584,9.74,0.222,271.603,3.338,344.722,4.236,213.608,3710.465,907.723,11.155,0.254,618.75,584.87,259.06,359.69,161.93,274.41,60.61,24.67,97.13,19.59,35.45,58.5,48.39,-33.88
Germany,2014,EV,Publicly available fast,120.0,0.0,0.0,0.0,0.0,0.0,DEU,81376078.0,3574741315261.0,792.584,9.74,0.222,271.603,3.338,344.722,4.236,213.608,3710.465,907.723,11.155,0.254,618.75,584.87,259.06,359.69,161.93,274.41,60.61,24.67,97.13,19.59,35.45,58.5,48.39,-33.88
Germany,2014,EV,Publicly available slow,2600.0,0.0,0.0,0.0,0.0,0.0,DEU,81376078.0,3574741315261.0,792.584,9.74,0.222,271.603,3.338,344.722,4.236,213.608,3710.465,907.723,11.155,0.254,618.75,584.87,259.06,359.69,161.93,274.41,60.61,24.67,97.13,19.59,35.45,58.5,48.39,-33.88
Germany,2014,Vans,BEV,0.0,720.0,0.0,2800.0,0.0,0.0,DEU,81376078.0,3574741315261.0,792.584,9.74,0.222,271.603,3.338,344.722,4.236,213.608,3710.465,907.723,11.155,0.254,618.75,584.87,259.06,359.69,161.93,274.41,60.61,24.67,97.13,19.59,35.45,58.5,48.39,-33.88
Germany,2014,Vans,EV,0.0,0.0,0.319999992847443,0.0,0.119999997317791,0.0,DEU,81376078.0,3574741315261.0,792.584,9.74,0.222,271.603,3.338,344.722,4.236,213.608,3710.465,907.723,11.155,0.254,618.75,584.87,259.06,359.69,161.93,274.41,60.61,24.67,97.13,19.59,35.45,58.5,48.39,-33.88
Germany,2014,Vans,FCEV,0.0,0.0,0.0,2.0,0.0,0.0,DEU,81376078.0,3574741315261.0,792.584,9.74,0.222,271.603,3.338,344.722,4.236,213.608,3710.465,907.723,11.155,0.254,618.75,584.87,259.06,359.69,161.93,274.41,60.61,24.67,97.13,19.59,35.45,58.5,48.39,-33.88
Germany,2014,Vans,PHEV,0.0,0.0,0.0,2.0,0.0,0.0,DEU,81376078.0,3574741315261.0,792.584,9.74,0.222,271.603,3.338,344.722,4.236,213.608,3710.465,907.723,11.155,0.254,618.75,584.87,259.06,359.69,161.93,274.41,60.61,24.67,97.13,19.59,35.45,58.5,48.39,-33.88
Germany,2015,Cars,BEV,0.0,12000.0,0.0,26000.0,0.0,0.0,DEU,82077546.0,3628073946157.0,800.823,9.757,0.221,278.861,3.398,341.117,4.156,211.81,3780.86,899.514,10.959,0.248,639.17,590.89,279.93,359.24,188.14,272.2,61.47,25.57,91.79,18.98,38.08,80.62,50.46,-48.28
Germany,2015,Cars,EV,0.0,0.0,0.730000019073486,0.0,0.097000002861023,0.0,DEU,82077546.0,3628073946157.0,800.823,9.757,0.221,278.861,3.398,341.117,4.156,211.81,3780.86,899.514,10.959,0.248,639.17,590.89,279.93,359.24,188.14,272.2,61.47,25.57,91.79,18.98,38.08,80.62,50.46,-48.28
Germany,2015,Cars,FCEV,0.0,63.0,0.0,180.0,0.0,0.0,DEU,82077546.0,3628073946157.0,800.823,9.757,0.221,278.861,3.398,341.117,4.156,211.81,3780.86,899.514,10.959,0.248,639.17,590.89,279.93,359.24,188.14,272.2,61.47,25.57,91.79,18.98,38.08,80.62,50.46,-48.28
Germany,2015,Cars,PHEV,0.0,11000.0,0.0,19000.0,0.0,0.0,DEU,82077546.0,3628073946157.0,800.823,9.757,0.221,278.861,3.398,341.117,4.156,211.81,3780.86,899.514,10.959,0.248,639.17,590.89,279.93,359.24,188.14,272.2,61.47,25.57,91.79,18.98,38.08,80.62,50.46,-48.28
Germany,2015,EV,Publicly available fast,470.0,0.0,0.0,0.0,0.0,0.0,DEU,82077546.0,3628073946157.0,800.823,9.757,0.221,278.861,3.398,341.117,4.156,211.81,3780.86,899.514,10.959,0.248,639.17,590.89,279.93,359.24,188.14,272.2,61.47,25.57,91.79,18.98,38.08,80.62,50.46,-48.28
Germany,2015,EV,Publicly available slow,4600.0,0.0,0.0,0.0,0.0,0.0,DEU,82077546.0,3628073946157.0,800.823,9.757,0.221,278.861,3.398,341.117,4.156,211.81,3780.86,899.514,10.959,0.248,639.17,590.89,279.93,359.24,188.14,272.2,61.47,25.57,91.79,18.98,38.08,80.62,50.46,-48.28
Germany,2015,Vans,BEV,0.0,1000.0,0.0,3800.0,0.0,0.0,DEU,82077546.0,3628073946157.0,800.823,9.757,0.221,278.861,3.398,341.117,4.156,211.81,3780.86,899.514,10.959,0.248,639.17,590.89,279.93,359.24,188.14,272.2,61.47,25.57,91.79,18.98,38.08,80.62,50.46,-48.28
Germany,2015,Vans,EV,0.0,0.0,0.439999997615814,0.0,0.159999996423721,0.0,DEU,82077546.0,3628073946157.0,800.823,9.757,0.221,278.861,3.398,341.117,4.156,211.81,3780.86,899.514,10.959,0.248,639.17,590.89,279.93,359.24,188.14,272.2,61.47,25.57,91.79,18.98,38.08,80.62,50.46,-48.28
Germany,2015,Vans,FCEV,0.0,0.0,0.0,2.0,0.0,0.0,DEU,82077546.0,3628073946157.0,800.823,9.757,0.221,278.861,3.398,341.117,4.156,211.81,3780.86,899.514,10.959,0.248,639.17,590.89,279.93,359.24,188.14,272.2,61.47,25.57,91.79,18.98,38.08,80.62,50.46,-48.28
Germany,2015,Vans,PHEV,0.0,2.0,0.0,4.0,0.0,0.0,DEU,82077546.0,3628073946157.0,800.823,9.757,0.221,278.861,3.398,341.117,4.156,211.81,3780.86,899.514,10.959,0.248,639.17,590.89,279.93,359.24,188.14,272.2,61.47,25.57,91.79,18.98,38.08,80.62,50.46,-48.28
Germany,2016,Buses,BEV,0.0,110.0,0.0,110.0,0.0,0.0,DEU,82760102.0,3708979940863.0,797.988,9.642,0.215,275.704,3.331,329.436,3.981,207.731,3841.451,910.171,10.998,0.245,641.52,591.0,273.76,367.76,189.13,261.75,80.62,25.39,84.63,20.55,37.56,79.92,51.1,-50.52
Germany,2016,Buses,EV,0.0,0.0,3.40000009536743,0.0,0.28999999165535,0.0,DEU,82760102.0,3708979940863.0,797.988,9.642,0.215,275.704,3.331,329.436,3.981,207.731,3841.451,910.171,10.998,0.245,641.52,591.0,273.76,367.76,189.13,261.75,80.62,25.39,84.63,20.55,37.56,79.92,51.1,-50.52
Germany,2016,Buses,FCEV,0.0,16.0,0.0,0.0,0.0,0.0,DEU,82760102.0,3708979940863.0,797.988,9.642,0.215,275.704,3.331,329.436,3.981,207.731,3841.451,910.171,10.998,0.245,641.52,591.0,273.76,367.76,189.13,261.75,80.62,25.39,84.63,20.55,37.56,79.92,51.1,-50.52
Germany,2016,Buses,PHEV,0.0,120.0,0.0,120.0,0.0,0.0,DEU,82760102.0,3708979940863.0,797.988,9.642,0.215,275.704,3.331,329.436,3.981,207.731,3841.451,910.171,10.998,0.245,641.52,591.0,273.76,367.76,189.13,261.75,80.62,25.39,84.63,20.55,37.56,79.92,51.1,-50.52
Germany,2016,Cars,BEV,0.0,11000.0,0.0,34000.0,0.0,0.0,DEU,82760102.0,3708979940863.0,797.988,9.642,0.215,275.704,3.331,329.436,3.981,207.731,3841.451,910.171,10.998,0.245,641.52,591.0,273.76,367.76,189.13,261.75,80.62,25.39,84.63,20.55,37.56,79.92,51.1,-50.52
Germany,2016,Cars,EV,0.0,0.0,0.740000009536743,0.0,0.140000000596046,0.0,DEU,82760102.0,3708979940863.0,797.988,9.642,0.215,275.704,3.331,329.436,3.981,207.731,3841.451,910.171,10.998,0.245,641.52,591.0,273.76,367.76,189.13,261.75,80.62,25.39,84.63,20.55,37.56,79.92,51.1,-50.52
Germany,2016,Cars,FCEV,0.0,0.0,0.0,180.0,0.0,0.0,DEU,82760102.0,3708979940863.0,797.988,9.642,0.215,275.704,3.331,329.436,3.981,207.731,3841.451,910.171,10.998,0.245,641.52,591.0,273.76,367.76,189.13,261.75,80.62,25.39,84.63,20.55,37.56,79.92,51.1,-50.52
Germany,2016,Cars,PHEV,0.0,13000.0,0.0,32000.0,0.0,0.0,DEU,82760102.0,3708979940863.0,797.988,9.642,0.215,275.704,3.331,329.436,3.981,207.731,3841.451,910.171,10.998,0.245,641.52,591.0,273.76,367.76,189.13,261.75,80.62,25.39,84.63,20.55,37.56,79.92,51.1,-50.52
Germany,2016,EV,Publicly available fast,630.0,0.0,0.0,0.0,0.0,0.0,DEU,82760102.0,3708979940863.0,797.988,9.642,0.215,275.704,3.331,329.436,3.981,207.731,3841.451,910.171,10.998,0.245,641.52,591.0,273.76,367.76,189.13,261.75,80.62,25.39,84.63,20.55,37.56,79.92,51.1,-50.52
Germany,2016,EV,Publicly available slow,5800.0,0.0,0.0,0.0,0.0,0.0,DEU,82760102.0,3708979940863.0,797.988,9.642,0.215,275.704,3.331,329.436,3.981,207.731,3841.451,910.171,10.998,0.245,641.52,591.0,273.76,367.76,189.13,261.75,80.62,25.39,84.63,20.55,37.56,79.92,51.1,-50.52
Germany,2016,Vans,BEV,0.0,2400.0,0.0,6200.0,0.0,0.0,DEU,82760102.0,3708979940863.0,797.988,9.642,0.215,275.704,3.331,329.436,3.981,207.731,3841.451,910.171,10.998,0.245,641.52,591.0,273.76,367.76,189.13,261.75,80.62,25.39,84.63,20.55,37.56,79.92,51.1,-50.52
Germany,2016,Vans,EV,0.0,0.0,0.97000002861023,0.0,0.25,0.0,DEU,82760102.0,3708979940863.0,797.988,9.642,0.215,275.704,3.331,329.436,3.981,207.731,3841.451,910.171,10.998,0.245,641.52,591.0,273.76,367.76,189.13,261.75,80.62,25.39,84.63,20.55,37.56,79.92,51.1,-50.52
Germany,2016,Vans,PHEV,0.0,0.0,0.0,4.0,0.0,0.0,DEU,82760102.0,3708979940863.0,797.988,9.642,0.215,275.704,3.331,329.436,3.981,207.731,3841.451,910.171,10.998,0.245,641.52,591.0,273.76,367.76,189.13,261.75,80.62,25.39,84.63,20.55,37.56,79.92,51.1,-50.52
Germany,2017,Buses,BEV,0.0,29.0,0.0,140.0,0.0,0.0,DEU,83104010.0,3808389445530.0,784.595,9.441,0.206,275.506,3.315,312.692,3.763,198.654,3949.556,901.791,10.851,0.237,644.46,592.0,292.0,352.46,215.68,241.26,86.04,25.16,76.32,20.15,38.76,105.69,51.08,-52.46
Germany,2017,Buses,EV,0.0,0.0,0.430000007152557,0.0,0.330000013113022,0.0,DEU,83104010.0,3808389445530.0,784.595,9.441,0.206,275.506,3.315,312.692,3.763,198.654,3949.556,901.791,10.851,0.237,644.46,592.0,292.0,352.46,215.68,241.26,86.04,25.16,76.32,20.15,38.76,105.69,51.08,-52.46
Germany,2017,Buses,FCEV,0.0,8.0,0.0,0.0,0.0,0.0,DEU,83104010.0,3808389445530.0,784.595,9.441,0.206,275.506,3.315,312.692,3.763,198.654,3949.556,901.791,10.851,0.237,644.46,592.0,292.0,352.46,215.68,241.26,86.04,25.16,76.32,20.15,38.76,105.69,51.08,-52.46
Germany,2017,Buses,PHEV,0.0,0.0,0.0,120.0,0.0,0.0,DEU,83104010.0,3808389445530.0,784.595,9.441,0.206,275.506,3.315,312.692,3.763,198.654,3949.556,901.791,10.851,0.237,644.46,592.0,292.0,352.46,215.68,241.26,86.04,25.16,76.32,20.15,38.76,105.69,51.08,-52.46
Germany,2017,Cars,BEV,0.0,25000.0,0.0,54000.0,0.0,0.0,DEU,83104010.0,3808389445530.0,784.595,9.441,0.206,275.506,3.315,312.692,3.763,198.654,3949.556,901.791,10.851,0.237,644.46,592.0,292.0,352.46,215.68,241.26,86.04,25.16,76.32,20.15,38.76,105.69,51.08,-52.46
Germany,2017,Cars,EV,0.0,0.0,1.60000002384186,0.0,0.219999998807907,0.0,DEU,83104010.0,3808389445530.0,784.595,9.441,0.206,275.506,3.315,312.692,3.763,198.654,3949.556,901.791,10.851,0.237,644.46,592.0,292.0,352.46,215.68,241.26,86.04,25.16,76.32,20.15,38.76,105.69,51.08,-52.46
Germany,2017,Cars,FCEV,0.0,82.0,0.0,260.0,0.0,0.0,DEU,83104010.0,3808389445530.0,784.595,9.441,0.206,275.506,3.315,312.692,3.763,198.654,3949.556,901.791,10.851,0.237,644.46,592.0,292.0,352.46,215.68,241.26,86.04,25.16,76.32,20.15,38.76,105.69,51.08,-52.46
Germany,2017,Cars,PHEV,0.0,29000.0,0.0,50000.0,0.0,0.0,DEU,83104010.0,3808389445530.0,784.595,9.441,0.206,275.506,3.315,312.692,3.763,198.654,3949.556,901.791,10.851,0.237,644.46,592.0,292.0,352.46,215.68,241.26,86.04,25.16,76.32,20.15,38.76,105.69,51.08,-52.46
Germany,2017,EV,Publicly available fast,1400.0,0.0,0.0,0.0,0.0,0.0,DEU,83104010.0,3808389445530.0,784.595,9.441,0.206,275.506,3.315,312.692,3.763,198.654,3949.556,901.791,10.851,0.237,644.46,592.0,292.0,352.46,215.68,241.26,86.04,25.16,76.32,20.15,38.76,105.69,51.08,-52.46
Germany,2017,EV,Publicly available slow,9400.0,0.0,0.0,0.0,0.0,0.0,DEU,83104010.0,3808389445530.0,784.595,9.441,0.206,275.506,3.315,312.692,3.763,198.654,3949.556,901.791,10.851,0.237,644.46,592.0,292.0,352.46,215.68,241.26,86.04,25.16,76.32,20.15,38.76,105.69,51.08,-52.46
Germany,2017,Vans,BEV,0.0,4500.0,0.0,11000.0,0.0,0.0,DEU,83104010.0,3808389445530.0,784.595,9.441,0.206,275.506,3.315,312.692,3.763,198.654,3949.556,901.791,10.851,0.237,644.46,592.0,292.0,352.46,215.68,241.26,86.04,25.16,76.32,20.15,38.76,105.69,51.08,-52.46
Germany,2017,Vans,EV,0.0,0.0,1.70000004768372,0.0,0.439999997615814,0.0,DEU,83104010.0,3808389445530.0,784.595,9.441,0.206,275.506,3.315,312.692,3.763,198.654,3949.556,901.791,10.851,0.237,644.46,592.0,292.0,352.46,215.68,241.26,86.04,25.16,76.32,20.15,38.76,105.69,51.08,-52.46
Germany,2017,Vans,PHEV,0.0,0.0,0.0,4.0,0.0,0.0,DEU,83104010.0,3808389445530.0,784.595,9.441,0.206,275.506,3.315,312.692,3.763,198.654,3949.556,901.791,10.851,0.237,644.46,592.0,292.0,352.46,215.68,241.26,86.04,25.16,76.32,20.15,38.76,105.69,51.08,-52.46
Germany,2018,Buses,BEV,0.0,43.0,0.0,160.0,0.0,0.0,DEU,83368507.0,3845758522294.0,758.771,9.101,0.197,268.094,3.216,296.871,3.561,197.319,3845.414,892.141,10.701,0.232,632.28,583.54,298.93,333.35,222.93,228.16,81.56,23.63,76.0,17.69,44.32,109.95,50.97,-48.74
Germany,2018,Buses,EV,0.0,0.0,0.639999985694885,0.0,0.349999994039536,0.0,DEU,83368507.0,3845758522294.0,758.771,9.101,0.197,268.094,3.216,296.871,3.561,197.319,3845.414,892.141,10.701,0.232,632.28,583.54,298.93,333.35,222.93,228.16,81.56,23.63,76.0,17.69,44.32,109.95,50.97,-48.74
Germany,2018,Buses,PHEV,0.0,0.0,0.0,120.0,0.0,0.0,DEU,83368507.0,3845758522294.0,758.771,9.101,0.197,268.094,3.216,296.871,3.561,197.319,3845.414,892.141,10.701,0.232,632.28,583.54,298.93,333.35,222.93,228.16,81.56,23.63,76.0,17.69,44.32,109.95,50.97,-48.74
Germany,2018,Cars,BEV,0.0,36000.0,0.0,83000.0,0.0,0.0,DEU,83368507.0,3845758522294.0,758.771,9.101,0.197,268.094,3.216,296.871,3.561,197.319,3845.414,892.141,10.701,0.232,632.28,583.54,298.93,333.35,222.93,228.16,81.56,23.63,76.0,17.69,44.32,109.95,50.97,-48.74
Germany,2018,Cars,EV,0.0,0.0,2.0,0.0,0.349999994039536,0.0,DEU,83368507.0,3845758522294.0,758.771,9.101,0.197,268.094,3.216,296.871,3.561,197.319,3845.414,892.141,10.701,0.232,632.28,583.54,298.93,333.35,222.93,228.16,81.56,23.63,76.0,17.69,44.32,109.95,50.97,-48.74
Germany,2018,Cars,FCEV,0.0,110.0,0.0,370.0,0.0,0.0,DEU,83368507.0,3845758522294.0,758.771,9.101,0.197,268.094,3.216,296.871,3.561,197.319,3845.414,892.141,10.701,0.232,632.28,583.54,298.93,333.35,222.93,228.16,81.56,23.63,76.0,17.69,44.32,109.95,50.97,-48.74
Germany,2018,Cars,PHEV,0.0,31000.0,0.0,82000.0,0.0,0.0,DEU,83368507.0,3845758522294.0,758.771,9.101,0.197,268.094,3.216,296.871,3.561,197.319,3845.414,892.141,10.701,0.232,632.28,583.54,298.93,333.35,222.93,228.16,81.56,23.63,76.0,17.69,44.32,109.95,50.97,-48.74
