Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,22482421,22878098,22759763,21666917,20273659,19424618,19193834,19224668,19577845,20353534,21049429,21628839,22462173,23594623
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,61390833272.6687,67539433544.3077,43190318032.5627,21361254634.9336,21502061466.067,16466861435.0236,12597854088.3602,16369842725.4718,21497779247.9835,22583046644.6891,12501503673.2425,14892885528.1402,23737634644.3994,..
Tajikistan,TJK,"Population, total",SP.POP.TOTL,7652141,7824785,8014084,8216724,8425552,8643840,8865631,9085946,9307333,9529966,9749310,9966908,10182222,10389799
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,5642221099.17704,6522756255.012,7633036903.07634,8448411318.25417,9112605459.32845,8271431485.07484,6992416096.89018,7536402852.85802,7764999999.45362,8300813599.3084,8133963550.65742,8937805347.13963,10713525200.3998,12244169292.7998
Tanzania,TZA,"Population, total",SP.POP.TOTL,44758488,46029367,47374260,48824128,50351512,52020962,53824013,55652890,57437145,59174891,60972798,62830412,64711821,66617606
Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,32012892919.37,34657140096.4836,39650394362.9287,45648857242.315,49986726460.6805,47413919817.124,49774409374.4538,53274884532.7886,57003712892.0858,61026731925.9213,66068737786.0639,70655628147.8986,75749121846.9703,79030935638.1317
Thailand,THA,"Population, total",SP.POP.TOTL,68579447,69007208,69436098,69845114,70216367,70540795,70859841,71160187,71376079,71522271,71641484,71727332,71735329,71702435
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,341104766329.17,370818739623.622,397558325278.579,420333654592.547,407339040197.651,401296238228.084,413366349747.508,456356813536.764,506754208404.485,543976691793.886,500274927778.532,506049783824.94,495691837308.033,517013369475.121
Timor-Leste,TLS,"Population, total",SP.POP.TOTL,1084679,1110207,1134885,1158695,1181903,1205131,1228312,1251703,1275959,1300945,1326053,1350139,1369295,1384286
Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,881909300,1042534600,1160555000,1395727400,1447535200,1590282400,1640464600,1584878400,1555988600,2032550400,2162619200,3625024300,3208599900,2079767200
Togo,TGO,"Population, total",SP.POP.TOTL,6325788,6500582,6653718,6798848,6937644,7071502,7200884,7324386,7458206,7619925,7788054,7936176,8068616,8223850
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,4746386893.22553,5422439152.10906,5413541649.14901,6021729629.82454,6393314707.85456,5755457836.01866,6071167584.1951,6387424239.8801,7029215766.46367,6992942458.99419,7486031561.86885,8541668141.26198,8646453099.4124,9723300576.72675
Tonga,TON,"Population, total",SP.POP.TOTL,107400,107570,107460,107078,106609,106095,105524,105356,105567,105669,105704,105490,105042,104597
Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,366887374.989696,414143828.494419,471122971.305043,451788498.263614,440997734.928723,437525538.903019,420828254.541601,459976847.108128,493530766.930564,506031247.606648,506571486.576395,519306339.3498,556514556.392844,591139733.623755
Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,1317714,1328019,1335194,1340557,1345343,1349667,1353895,1356633,1359193,1363985,1366725,1367558,1365805,1367510
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,22157920592.3669,25433007437.1605,27147349937.4689,28560537057.1548,29474180005.1333,26841141793.2143,23624322192.6274,23830750900.6899,23883058083.2171,23477745791.6977,20888515184.2239,24222963262.7213,28341164301.126,25036993423.3664
Tunisia,TUN,"Population, total",SP.POP.TOTL,10765980,10886035,11009647,11141361,11274288,11402264,11528674,11650498,11765514,11875081,11974057,12048622,12119334,12200431
Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,46206091937.9628,48123325825.0739,47311401812.6733,48685446413.953,50271812920.612,45779494041.9295,44360072680.4476,42163530590.9462,42686504459.801,41905642418.825,42491780918.361,47073234359.1819,44929920092.7955,48205328303.3398
Turkiye,TUR,"Population, total",SP.POP.TOTL,73142150,74223629,75175827,76147624,77181884,78218479,79277962,80312698,81407204,82579440,83384680,84147318,84979913,85325965
Turkiye,TUR,GDP (current US$),NY.GDP.MKTP.CD,782545664268.333,844192507380.795,885327622479.052,962167643588.925,942343431928.654,865460050683.656,870818016909.84,863874522365.276,788356985773.667,775853144222.613,733628247119.077,839938668172.134,926097476913.818,1141242864657.45
Turkmenistan,TKM,"Population, total",SP.POP.TOTL,5564356,5683417,5808546,5939341,6075283,6215770,6360041,6507061,6655524,6803944,6949912,7092043,7230193,7364438
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,22583157894.7368,29233333333.3333,35164210526.3158,39197543859.6491,43524210526.3158,35799714285.7143,33313947368.4211,33352261306.5327,26036313868.6131,29700000000,27350527267.6636,26334182093.7903,37583913148.2791,39020211239.6728
Turks and Caicos Islands,TCA,"Population, total",SP.POP.TOTL,29739,30846,32127,33653,35050,36605,38315,39913,41559,43166,44386,45243,45847,46198
Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,686788000,842941000,832848000,863328000,956605000,1078274000,1202078000,1197958000,1314329000,1371838000,918387000,1236459000,1434119000,1638653000
Tuvalu,TUV,"Population, total",SP.POP.TOTL,10614,10780,10934,11001,10984,10963,10930,10869,10751,10581,10399,10194,9992,9816
Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,32425361.8050211,39665361.1329159,38912985.1801769,38767554.542532,38643167.2951054,36755290.7767318,41306141.62505,45288858.1637361,48026990.1943497,53527720.0597564,52302514.9939611,61597447.1614093,54104146.3198082,50491930.924381
Uganda,UGA,"Population, total",SP.POP.TOTL,32390802,33354543,34337438,35337042,36395539,37531446,38799152,40177388,41565831,42999637,44457152,45910930,47312719,48656601
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,26673441430.7857,27871725241.4723,27305915910.7877,28915786516.6123,32612397257.4458,32387183730.1002,29203988696.2626,30744473841.424,32927025619.6795,35353061003.4359,37600368241.6657,40529788748.6737,45565333210.9108,48768955863.3175
Ukraine,UKR,"Population, total",SP.POP.TOTL,46456003,46307853,46210056,46126770,45972380,45784896,45616832,45436041,45208907,44957458,44680014,44298640,41048766,37732836
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,141209170427.233,169333835201.554,182591753827.949,190498811460.028,133503871861.723,91030967789.0717,93355869403.9223,112090505081.739,130891088293.55,153883047509.577,156617722013.342,199765859570.935,161989520721.19,181221517868.744
United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,6869838,7104538,7391448,7693031,8059440,8505237,8935095,9223225,9346701,9445785,9401038,9575152,10074977,10483751
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,307736348527.33,368881033962.57,392793559050.783,409632574702.715,424935834104.193,381973135513.065,381717208620.964,403365056078.846,440560003161.236,433926218686.108,357161776271.328,422441282436.237,511403404642.173,522622268401.125
United Kingdom,GBR,"Population, total",SP.POP.TOTL,62766365,63258810,63711000,64138000,64619000,65087000,65606000,65964000,66287000,66628000,66740000,66978000,67636000,68526000
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,2496740681057.14,2675590034128.66,2719715961539.83,2796908333283.39,3085362169410.29,2945579890258.46,2706807606538.73,2699118387873.1,2897028009916.05,2875710080015.3,2724001478304.59,3194559188925.93,3181244350465.41,3420796653789.08
United States,USA,"Population, total",SP.POP.TOTL,309378227,311839461,314339099,316726282,319257560,321815121,324353340,326608609,328529577,330226227,331578104,332100166,333996304,336755052
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,15048971000000,15599732000000,16253970000000,16880683000000,17608138000000,18295019000000,18804913000000,19612102000000,20656516000000,21539982000000,21375281000000,23725645000000,26054614000000,27811517000000
Uruguay,URY,"Population, total",SP.POP.TOTL,3318580,3326825,3335401,3345337,3356334,3368017,3379283,3388438,3394534,3397206,3398968,3396695,3390913,3388081
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,41950361211.9581,50342406067.0777,54232266358.7811,61337621933.7857,61496186973.902,57680327998.6689,57480787465.2716,65006039809.739,65344577415.7535,62222324964.633,53559354501.4278,60739061281.1628,71240669088.0587,79208725899.5531
Uzbekistan,UZB,"Population, total",SP.POP.TOTL,28385506,28823196,29261903,29724065,30222994,30749346,31284568,31819178,32373490,32964701,33586372,34243696,34938955,35652307
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,55544226552.8467,67404618404.5392,75318846931.3239,82674178351.6216,91303765114.0144,97564568986.8161,97871364319.3985,72276404057.649,61318332402.7908,70170662562.6111,70127127133.2164,81170051810.5825,94286355836.1594,107526539716.318
Vanuatu,VUT,"Population, total",SP.POP.TOTL,238248,243474,248883,254482,260240,266101,272087,278507,285259,291985,298858,305868,313046,320409
Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,670712979.682038,770153588.218833,747839697.746593,863347171.906814,879185478.498067,855360239.609869,908725512.790966,998536154.882053,1034402941.04298,1061547512.69257,1017403362.80118,1093826088.94269,1151863789.76624,1188137265.19047
"Venezuela, RB",VEN,"Population, total",SP.POP.TOTL,28813101,29185212,29553826,29912198,30254079,30573972,30765720,30565323,29807592,28938098,28444077,28237826,28213017,28300854
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,393192354510.653,316482190800.364,371846610182.327,258512396297.714,214838755021.964,125249941853.534,112948035494.959,115892475742.789,101987075928.918,73014157107.594,42837965906.8675,56615026262.6535,89013251020.9831,102377501185.925
Viet Nam,VNM,"Population, total",SP.POP.TOTL,87455152,88468314,89510356,90573104,91679578,92823254,94000117,95176977,96237319,97173776,98079191,98935098,99680655,100352192
Viet Nam,VNM,GDP (current US$),NY.GDP.MKTP.CD,147201173196.979,172595049183.925,195590661129.249,213708811665.34,233451469642.519,239258328381.741,257096001177.982,281353605986.903,310106478394.659,334365270496.667,346615738537.796,366474752771.009,413445230668.578,433805036898.465
Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,108357,108290,108188,108041,107882,107712,107516,107281,107001,106669,106290,105870,105413,104917
Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,4324000000,4223000000,4089000000,3738000000,3565000000,3663000000,3798000000,3794000000,3923000000,4121000000,4229000000,4507000000,4672000000,..
West Bank and Gaza,PSE,"Population, total",SP.POP.TOTL,3786161,3882986,3979998,4076708,4173398,4270092,4367088,4454805,4569087,4685306,4803269,4922749,5043612,5165775
West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,9681500000,11186100000,12208400000,13515500000,13989700000,13972400000,15405400000,16128000000,16276600000,17133500000,15531700000,18109000000,19165500000,18635100000
"Yemen, Rep.",YEM,"Population, total",SP.POP.TOTL,26754387,27582897,28433647,29312952,30226309,31159379,32109010,33090921,34085182,35111408,36134863,37140230,38222876,39390799
"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,30906749533.221,32726417878.391,35401331609.5916,40415233436.1767,43228585321.3272,42444490073.8555,31317825274.1507,26842229044.5848,21606160663.0318,..,..,..,..,..
Zambia,ZMB,"Population, total",SP.POP.TOTL,13965594,14437796,14913629,15398997,15895315,16399089,16914423,17441320,17973569,18513839,19059395,19603607,20152938,20723965
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,20265559483.8548,23459515275.5776,25503060420.026,28037239462.7142,27141023558.0829,21251216798.7762,20958412538.3093,25873601260.8353,26311507273.6735,23308667781.2258,18137764930.651,22096416932.0089,29163782140.4858,27577956471.244
Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,13356548,13595424,13817887,14013808,14207359,14399013,14600294,14812482,15034452,15271368,15526888,15797210,16069056,16340822
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,12047750000,14109000000,17123500000,19100750000,19505500000,19973250000,20559250000,51035657370.5179,34141666666.6667,33360632553.3556,31979753644.6558,41287852523.5016,40757585308.5016,35871781303.429
Africa Eastern and Southern,AFE,"Population, total",SP.POP.TOTL,530308387,544737983,559609961,575202699,590968990,607123269,623369401,640058741,657801085,675950189,694446100,713090928,731821393,750491370
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,863749634744.9,959740239662.05,969171197494.148,981203198866.08,998727180531.477,909905339457.167,832661416653.091,979240640383.155,1021971569379.4,1019354194063.69,938546103425.609,1113059797223.9,1226461319482.05,1179121535535.41
Africa Western and Central,AFW,"Population, total",SP.POP.TOTL,363951468,374374251,384913331,395543613,406457241,417536152,428797338,440150152,451395343,462522286,473687685,484978794,496366058,508318102
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,605794323433.602,691133400013.242,748030003656.774,844187976557.843,904094866776.536,778037497377.313,699979485002.844,694206358825.098,777805844264.864,1026527768676.04,963688197941.774,1026670180885.97,1063748247138.21,938480674635.085
Arab World,ARB,"Population, total",SP.POP.TOTL,363568534,372054934,381030177,390954281,400231008,410190679,419808341,428315886,435998060,444281315,453723239,460646603,471352066,482105978
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,2165961502751.72,2576183850806.81,2816787067316.22,2887116130913.48,2940745822078.8,2584151265962.58,2540369856563.15,2615263227679.8,2924906594129.03,2969429771610.46,2608795934173.51,3090113052044.16,3752344988903,3617895070373.04
Caribbean small states,CSS,"Population, total",SP.POP.TOTL,4173335,4201107,4228445,4257682,4286546,4314191,4341333,4366140,4407658,4443134,4459302,4479167,4497310,4519904
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,52803409572.0273,56728212756.0989,60152214325.0841,62057809452.4886,64139344973.1037,62546622822.0285,58077597799.5106,59854333034.3488,61251232769.8672,62185048912.3359,53339533047.3726,62692425791.373,78475897832.9531,79594075306.6477
Central Europe and the Baltics,CEB,"Population, total",SP.POP.TOTL,104421447,104174038,103929494,103570062,103280478,102973167,102647939,102337501,102074201,101864274,101215763,100205732,100071871,100183707
Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,1319446244881.88,1458158364344.55,1361901163411.55,1420225996416.23,1467454376587.2,1297144243677.59,1321564300745.06,1467504296996.79,1656387103225.12,1684322326510.05,1678297364952,1926387937049.61,1954028005289.23,2273564082260.43
Early-demographic dividend,EAR,"Population, total",SP.POP.TOTL,2967104472,3013476947,3058869436,3103677284,3146800078,3190318707,3233033717,3274060446,3314245247,3355014793,3396051187,3432026092,3470644834,3511607650
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,8728192674219.64,9842609213387.36,10284904242407,10342396461018.3,10547017467024.3,10141599371579.2,10435095271533.5,11321429912094.9,11470147555427.1,11681340567084.1,10818113835119.8,12689608907980,13943279396110.6,14791485754640
East Asia & Pacific,EAS,"Population, total",SP.POP.TOTL,2214613815,2230826576,2249081393,2267072102,2284385542,2300844269,2317076058,2333475520,2347576325,2359762190,2369420882,2375117716,2379617118,2384441485
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,17291859920837.7,20025003264159.5,21443742650233.5,21719346361874.9,22461065423931.7,22388696608294,23197528991928,24764692848732.2,26967805751611.4,27555988315218.6,27716337916114.1,31866900585287.8,31457553986143.5,31597454903562.8
East Asia & Pacific (excluding high income),EAP,"Population, total",SP.POP.TOTL,1973602166,1989106668,2006566431,2023850158,2040383789,2056050896,2071486140,2087238522,2100698838,2112289891,2121866294,2128553744,2133560408,2137527754
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,8008612939930.06,9774260422789.83,10905339110889,12047618706549.4,13004796624150.5,13549001701885.3,13844229287201,15115746338831.4,16902232225491.5,17503400404142.2,17805087162972.8,21231427856677.9,21564016559632.4,21645526054900.4
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, total",SP.POP.TOTL,1948643347,1964036970,1981382735,1998548872,2014960984,2030504270,2045816761,2061449949,2074796982,2086281644,2095759417,2102350702,2107261123,2111139152
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,7998793934320.62,9762253898511.05,10891968824139.1,12032819510378.6,12988820106481,13532365705740.1,13827255558413.7,15097175319188,16881439039177.6,17481840638100.6,17783125335539.1,21205167482133,21537381722236.2,21618798469116.3
Euro area,EMU,"Population, total",SP.POP.TOTL,348398403,347715695,348406547,348799535,349302135,350164707,351027116,351613647,352303991,353113327,353536838,353715415,354666175,356209318
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,12835436183865.7,13866247656132.3,12839246579840.9,13413105856914.7,13739142693292.4,11880603228444.5,12177215800581.1,12901130483442.4,13937879176171.9,13658286442179.9,13338044901392.1,15008955622791.4,14578675912327.5,15957338405375.8
Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,890990370,893009594,896514509,899906171,903560070,907526485,911578015,915063823,918415818,921929161,923660463,924375980,924267385,924805070
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,21144686639874.4,23462080654159.3,22592146410958.5,23610195160751,23959718523184.4,20639397476661.5,20560352355734.8,21814876277943.7,23360537744962.4,23089828216899.5,22340802078287.1,25606138714522.2,25850174701132.2,27758730809930.4
Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,230106440,231988438,233875199,235905150,237999321,240083379,242224182,244308649,246400484,248576676,250351240,251867727,250514347,248718948
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,1390857073642.43,1581470670923.71,1666784947849,1818186938934.41,1745687745481.27,1521842301869.27,1459048873589.79,1497595120805.31,1465381526737.36,1500446538705.77,1435629650684.1,1670530886782.34,1819829713206.56,2141252006536.72
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, total",SP.POP.TOTL,442936599,444846366,446941101,449128604,451432428,453662073,455913002,458010325,459946883,461933206,462842288,463104389,460942269,458599775
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,3673616542653.72,4468439340114.01,4664191795996.97,4934304443297.29,4663476749067.68,3645031517122.17,3500968563901.72,3925651486138.39,4086887247276.34,4176304236875.06,3913694661148.13,4627341470532.29,5264957389633.5,5535571828711.02
European Union,EUU,"Population, total",SP.POP.TOTL,442088310,441414078,442069839,442425741,442920819,443793218,444676652,445321060,446058453,446910453,446870959,446228281,447203596,448897545
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,14641776061063.4,15874716537128.7,14731878294328.4,15398511081475.3,15763599531004.8,13656255577702.6,13988150566298.6,14871316217995.7,16092407006604.4,15809077129406.2,15504058553907.7,17495257191725.6,17023620598906.4,18659279022583.3
Heavily indebted poor countries (HIPC),HPC,"Population, total",SP.POP.TOTL,638389596,656367599,674950539,694136340,714234635,734837721,756237630,778657210,801220102,823805910,846861642,869987833,892885172,916223767
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,518681650290.886,573435618293.002,595060811936.517,667216081741.819,705379811037.148,674525283733.803,677053478623.394,735134788678.557,790361943446.387,811080887285.088,816212465074.075,924437668151.095,1002950189402.75,1060851525652.8
High income,HIC,"Population, total",SP.POP.TOTL,1328657753,1334557662,1342428399,1350148878,1357495262,1366012613,1374283414,1380317891,1384829843,1389767299,1393469256,1391809845,1398027812,1408138595
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,47610738714068.3,51830653433932,52028174318125.2,52790662359056.5,53724417584285.8,50179969310921.3,51167643745037.1,53791631491481.3,57187415577395,57773149281723.6,56371361601599.7,63391298085502.9,65786278258965.5,69198099195981.1
IBRD only,IBD,"Population, total",SP.POP.TOTL,4436714947,4483152627,4532100585,4581958556,4630607878,4676773551,4721566970,4765773411,4806981820,4845075024,4878296727,4905212516,4928196300,4952209753
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,20239797714297.1,23955878375012,25461967052262.8,26787319485055.1,27552867783541.2,25941217987927.1,26134891989406.5,28849480049390.9,30727224343894,31370912490347,30194051534423.9,35868904968937.8,37847494888632.6,39083500948084.9
IDA & IBRD total,IBT,"Population, total",SP.POP.TOTL,5876238780,5956303101,6038511525,6119970296,6201072972,6280370137,6359496256,6439279067,6517257782,6593373309,6665588686,6731708832,6793703268,6857438587
IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,21843599755374.1,25767419601408.7,27373456462077.4,28868139569390,29793136753560.6,28118750119954.2,28299821225498.5,31121226985041.1,33140778408492.4,34074782748271.7,32817339931222.2,38735463663158.6,40927482641799.6,42011330091982.8
IDA blend,IDB,"Population, total",SP.POP.TOTL,508422508,520984443,532980174,544442648,555868551,567234056,578463670,590024074,601951913,614017319,626440308,639196319,651895919,664395892
IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,786359231668.375,895839926018.559,990701519034.679,1081001766014.43,1175043316339.54,1116256560392.48,1047494187995.75,1067274924059.64,1127900531096.51,1357319294877.02,1262159381015.61,1373195862361.12,1461048245644.69,1277421993702.09
IDA only,IDX,"Population, total",SP.POP.TOTL,931101325,952166031,973430766,993569092,1014596543,1036362530,1059465616,1083481582,1108324049,1134280966,1160851651,1187299997,1213611049,1240832942
IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,817442809408.684,915701300378.209,920787890779.856,999818318320.414,1065225653679.88,1061275571634.61,1117435048096.23,1204472011590.63,1285653533501.84,1346550963047.7,1361129015782.66,1493362831859.7,1618939507522.38,1650407150195.89
IDA total,IDA,"Population, total",SP.POP.TOTL,1439523833,1473150474,1506410940,1538011740,1570465094,1603596586,1637929286,1673505656,1710275962,1748298285,1787291959,1826496316,1865506968,1905228834
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,1603802041077.06,1811541226396.77,1911489409814.53,2080820084334.84,2240268970019.42,2177532132027.09,2164929236091.98,2271746935650.27,2413554064598.36,2703870257924.72,2623288396798.27,2866558694220.81,3079987753167.07,2927829143897.98
Late-demographic dividend,LTE,"Population, total",SP.POP.TOTL,2179525352,2193171336,2209319631,2225005187,2241122152,2256126712,2270841806,2285870134,2298394042,2308878047,2316152452,2320127658,2323799602,2326294294
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,13681203944217.6,16665376053801.4,17836299691343.4,19233517996185.8,19998109363135.1,18797219516598.6,18841938118214.3,20889290528064.1,22907807978183.2,23366922633045.5,22869846935930.6,27284909409699.1,28553586772075.8,28909440099233
Latin America & Caribbean,LCN,"Population, total",SP.POP.TOTL,587752505,594086829,600420316,606683307,612849401,618868462,624737786,630414986,635778081,640962372,645498187,649236092,653108131,657616519
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,5397655976518.39,6139314989246.27,6201531036318.3,6252125316234.8,6218059801942.29,5289417937086.3,5148783766945.08,5715231248363.46,5581213957025.26,5473792638347.11,4627829769474.15,5383564425117.23,6147092422711.93,6909980461601.21
Latin America & Caribbean (excluding high income),LAC,"Population, total",SP.POP.TOTL,551960581,558007918,564057086,570030910,575915671,581649117,587206002,592522502,597518751,602249777,606535582,610122057,613861839,618190397
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,4911947255842.05,5594126981026.73,5622404703958.77,5644127674357.65,5620010717338.88,4703989762871.3,4551782151517.8,5076766505994.78,4918723143160.92,4821625109314.74,4034164122634.89,4694652116377.4,5425723261080.83,6114807611697.98
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, total",SP.POP.TOTL,571822092,578171855,584524334,590809938,597023419,603091701,609017063,614776664,620274430,625467307,630051021,633862610,637837815,642397939
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,5212372072821.22,5942123318729.2,5998234101785.24,6044199922527.12,6005472855928.78,5068412682233.61,4922127744500.54,5482938029714.53,5347169359023.49,5230913289241.76,4388400203662.59,5119629917733.74,5853946060777.18,6590712953369.3
Least developed countries: UN classification,LDC,"Population, total",SP.POP.TOTL,854941316,875269186,896237933,917783039,939749332,961916563,984757534,1008260714,1032309742,1057170371,1082754466,1108233065,1133564482,1159744187
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,711177667873.134,810040727729.598,849501067175.473,924587754781.973,993293176451.796,945963113669.267,953366743642.222,1045823616290.85,1117321176649.3,1169533458405.7,1179620504897.32,1302642870995.53,1471699265269.38,1459140154701.04
Low & middle income,LMY,"Population, total",SP.POP.TOTL,5672202320,5752146479,5834053766,5915255859,5996036961,6075072158,6153938165,6233470764,6311329885,6387395177,6460393883,6527758150,6590522389,6654784822
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,19281238913053.9,22556775919423.3,24026419350635.8,25380075062402.9,26519136607008.2,25659752659960.1,25917599955464.9,28319199325293,30124203119691.2,31024374981412.2,30018039872473.6,35394243111591.4,37082867531465.4,38155314219988
Low income,LIC,"Population, total",SP.POP.TOTL,513321520,527892250,542350920,556241191,570113927,584512207,600009187,616499860,633927417,652255298,670891024,689336827,707776045,727162058
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,378234341638.98,408858086328.04,387925022036.357,399956089212.417,427247749546.785,417830631224.268,380272235825.794,397551358031.57,419119394353.818,437739709828.987,432817676605.734,478460336870.115,551297424575.574,556751023235.15
Lower middle income,LMC,"Population, total",SP.POP.TOTL,2373327552,2414186781,2454758533,2495192785,2535128764,2573897309,2612496538,2650727446,2687882795,2724611683,2761575388,2797047001,2832445640,2869695351
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,3765319017000.1,4069210235189.76,4311221048677.68,4407901770081.6,4703810033139.31,4583309433434.87,4746990113057.58,5150492310089.6,5340385058603.99,5765837056238.6,5514802410559.2,6296557254947.16,6650563380806.73,6657563548498.26
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Population, total",SP.POP.TOTL,624828664,639053870,653273442,667464006,680716578,694232973,707023525,718887744,730362334,742714463,756405281,767578451,782349366,797801454
"Middle East, North Africa, Afghanistan & Pakistan",MEA,GDP (current US$),NY.GDP.MKTP.CD,3045879622174.25,3665474220711.56,3953860671042.37,3918727955940.41,3958172789906.38,3561595503548.09,3627179370571.64,3798189271504.22,4053744446046.43,4022588786208.41,3592277157538.87,4315472921456.39,5035779695254.83,4902253052059.01
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Population, total",SP.POP.TOTL,577396038,589646039,601566988,613151287,624564062,635352686,645837915,656767614,668447432,680490997,692532027,704458802,716508657,729077445
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,GDP (current US$),NY.GDP.MKTP.CD,1629127925063.32,1909176954972.57,2056110731997.59,1933842437518.53,1923472432973.06,1784466385695.77,1852920687942.14,1882187717766.39,1881940334175.63,1838491544905.83,1672646665964.66,1944658742702.15,2165681910516.43,2094194824252.19
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,"Population, total",SP.POP.TOTL,573609877,585763053,597586990,609074579,620390664,631082594,641470827,652312809,663878345,675805691,687728758,699536053,711465045,723911670
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,GDP (current US$),NY.GDP.MKTP.CD,1619446425063.32,1897990854972.57,2043902331997.59,1920326937518.54,1909482732973.06,1770493985695.77,1837515287942.14,1866059717766.39,1865663734175.63,1821358044905.83,1657114965964.66,1926549742702.15,2146516410516.43,2075559724252.19
